sku,custom_label_2,title,price,inv,cat
828169,spyder_curated,Spyder 600829 2-9/16-Inch Deep Cut Tungsten Carbide Tipped Hole Saw,59.45,7,Hole Saw
828159,spyder_curated,Spyder 600646-10 Hex10 1/2-Inch TCT Quick Change Hole Saw Arbor Pilot Bit (10-Pack),58.11,4,KIT/SET
827973,spyder_curated,Spyder 19023 3/16 to 1-1/8-Inch Hex Shank 16 Step Drill Bit,57.52,5,Step Bit
827907,spyder_curated,Spyder 13033 12-Inch 60-Tooth TCT Framing Circular Saw Blade,56.96,5,Circular Blade
828058,spyder_curated,Spyder 200211 18-Inch 2-TPI Demolition TCT Reciprocating Saw Blade,54.99,9,Recip Blade
827900,spyder_curated,Spyder 13028 7-1/4-Inch 4-Tooth Diamond Circular Saw Blade For Fiber Cement,54.55,5,Circular Blade
828242,spyder_curated,Spyder 70013-3 1.35-Inch x 2-In Carbide Wood And Metal Cutting Oscillating Tool Blade (3-Pack),54.11,10,KIT/SET
827890,spyder_curated,Spyder 13012 10-Inch 60-Tooth TCT Fine Circular Saw Blade,53.6,4,Circular Blade
828250,spyder_curated,"Spyder 70000 5-Piece Bi-Metal Wood/Metal Cutting Oscillating Tool Blade (1-3/4, 2-1/2,  1-3/8-Inch)",51.79,5,KIT/SET
827879,spyder_curated,Spyder 12023 1-1/2-Inch x 18-Inch Auger Bit,50.49,5,Auger Bit
827915,spyder_curated,Spyder 13500 6-1/2-Inch 48-Tooth TCT Steel Cutting Circular Saw Blade,49.4,5,Circular Blade
827918,spyder_curated,Spyder 13501 7-1/4-Inch 36-Tooth TCT Steel Cutting Circular Saw Blade,49.14,5,Circular Blade
827906,spyder_curated,Spyder 13049 12-Inch 40-Tooth TCT Framing Circular Saw Blade,48.85,4,Circular Blade
828168,spyder_curated,Spyder 600828 2-3/8-Inch Deep Cut Tungsten Carbide Tipped Hole Saw,47.74,2,Hole Saw
828132,spyder_curated,Spyder 600054CF 6-5/8-Inch Tungsten Carbide Tipped (TCT) Non-Arbored Hole Saw,46.09,4,HoleSaw Arbor
827982,spyder_curated,Spyder 19032 30-Piece Drill And Impact Driver Bit Kit,46.0,5,KIT/SET
827885,spyder_curated,Spyder 12030 1-3/8-Inch x 18-Inch Auger Bit,45.8,5,Auger Bit
828154,spyder_curated,Spyder 600117CF 6-3/8-Inch Tungsten Carbide Tipped (TCT) Non-Arbored Hole Saw,45.68,2,HoleSaw Arbor
828179,spyder_curated,Spyder 600839 1/2-Inch HSS Hex11 Deep Cut Quick Change Hole Saw Arbor,45.13,9,HoleSaw Arbor
827908,spyder_curated,Spyder 13032 10-Inch 40-Tooth TCT Framing Circular Saw Blade,43.86,5,Circular Blade
827912,spyder_curated,Spyder 13052 8-Inch 40-Tooth TCT Fine Circular Saw Blade For Panel And Sheet Cutting,43.75,5,Circular Blade
827972,spyder_curated,Spyder 19022 3/16 to 7/8-Inch Hex Shank 12 Step Drill Bit,43.61,5,Step Bit
828245,spyder_curated,Spyder 600884 5-Piece Rapid Core Eject Door Lock Installation Jig/Bi-Metal Hole Saw Kit,42.01,4,KIT/SET
827971,spyder_curated,Spyder 19021 1/4 to 3/4-Inch Hex Shank 9 Step Drill Bit,41.69,5,Step Bit
827968,spyder_curated,Spyder 19017 10-Piece Assorted HSS Twist Drill Bit Set,41.61,4,KIT/SET
828167,spyder_curated,Spyder 600827 2-Inch Deep Cut Tungsten Carbide Tipped Hole Saw,40.74,5,Hole Saw
827876,spyder_curated,Spyder 12022 1-1/4-Inch x 18-Inch Auger Bit,39.71,4,Auger Bit
827896,spyder_curated,Spyder 13020 7-1/4-Inch 60-Tooth Double-Sided Circular Saw Blade,39.59,5,Circular Blade
828130,spyder_curated,Spyder 600051CF 6-1/4-Inch Tungsten Carbide Tipped (TCT) Non-Arbored Hole Saw,39.27,7,HoleSaw Arbor
828180,spyder_curated,Spyder 600840 1/2-Inch TCT Hex11 Deep Cut Quick Change Hole Saw Arbor,38.7,7,HoleSaw Arbor
